"OWNER","TABLE_NAME","COMMENTS","NUM_ROWS","COLUMN_NAME","COMMENTS","DATA_TYPE","DATA_LENGTH"
"HADOOP","TABLE_INFO","","393","TABLE_NAME","","VARCHAR2","30"
"HADOOP","TABLE_INFO","","393","ORA","","VARCHAR2","6"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","DEST_NAME","目标名称","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","EM_ALT","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","EM_HEAD","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","PPOS","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","PUIN","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","REPLIES","回复数","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","RIGHTS","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","RT_SUM","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","SOURCE_NAME","对象名称","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","SOURCE_URL","对象网址","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","T1_SOURCE","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","T1_SUBTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","T1_TERMTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","CREATE_TIME","创建时间","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","CONTENT","QQ说说内容","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","TID","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","UIN","QQ号码","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","NAME","昵称","VARCHAR2","4000"
"HADOOP","DATABASE20141114_1124","QQ说说","264004932","UUID","主键","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","DEST_NAME","目标名称","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","EM_ALT","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","EM_HEAD","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","PPOS","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","PUIN","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","REPLIES","回复数","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","RIGHTS","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","RT_SUM","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","SOURCE_NAME","对象名称","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","SOURCE_URL","对象网址","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","T1_SOURCE","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","T1_SUBTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","T1_TERMTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","CREATE_TIME","创建时间","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","CONTENT","QQ说说内容","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","TID","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","UIN","QQ号码","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","NAME","昵称","VARCHAR2","4000"
"HADOOP","DATABASE20141214_1223","QQ说说","264660103","UUID","主键","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","DEST_NAME","目标名称","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","EM_ALT","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","EM_HEAD","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","PPOS","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","PUIN","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","REPLIES","回复数","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","RIGHTS","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","RT_SUM","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","SOURCE_NAME","对象名称","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","SOURCE_URL","对象网址","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","T1_SOURCE","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","T1_SUBTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","T1_TERMTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","CREATE_TIME","创建时间","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","CONTENT","QQ说说内容","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","TID","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","UIN","QQ号码","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","NAME","昵称","VARCHAR2","4000"
"HADOOP","DATABASE20141224_1231","QQ说说","254991167","UUID","主键","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","DEST_NAME","目标名称","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","EM_ALT","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","EM_HEAD","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","PPOS","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","PUIN","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","REPLIES","回复数","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","RIGHTS","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","RT_SUM","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","SOURCE_NAME","对象名称","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","SOURCE_URL","对象网址","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","T1_SOURCE","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","T1_SUBTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","T1_TERMTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","CREATE_TIME","创建时间","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","CONTENT","QQ说说内容","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","TID","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","UIN","QQ号码","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","NAME","昵称","VARCHAR2","4000"
"HADOOP","DATABASE20150101_0112","QQ说说","351338807","UUID","主键","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","DEST_NAME","目标名称","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","EM_ALT","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","EM_HEAD","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","PPOS","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","PUIN","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","REPLIES","回复数","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","RIGHTS","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","RT_SUM","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","SOURCE_NAME","对象名称","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","SOURCE_URL","对象网址","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","T1_SOURCE","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","T1_SUBTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","T1_TERMTYPE","","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","CREATE_TIME","创建时间","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","CONTENT","QQ说说内容","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","TID","(未猜出来)","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","UIN","QQ号码","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","NAME","昵称","VARCHAR2","4000"
"HADOOP","DATABASE20150113","QQ说说","219234454","UUID","主键","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_CITY_NO","城市代码","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_CITY_NO","SEND_城市代码","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","TAG","标记","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","PAY","(未猜出来)","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","NUM","(未猜出来)","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_ADD","REC_地址","VARCHAR2","1000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_COM","REC_公司名称","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_ZIPNO","REC_邮政编码","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_NAME","REC_姓名","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_ADD","SEND_地址","VARCHAR2","1000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_COM","SEND_公司名称","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_ZIPNO","SEND_邮政编码","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_NAME","SEND_姓名","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","ITEM","项目","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","KDDH","快递单号","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","UUID","主键","VARCHAR2","4000"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_PHONE_MD5","","VARCHAR2","32"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","REC_MOBILE_MD5","","VARCHAR2","32"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_PHONE_MD5","","VARCHAR2","32"
"HADOOP","ED_TVSHOP_20150504","电视购物","1938048","SEND_MOBILE_MD5","","VARCHAR2","32"
"HADOOP","GANJI","赶集招聘","303592037","UPDATE_TIME","更新时间","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","GNRT_TIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","ADDED_INFO","添加信息","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","TBL_SRC","来源","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","INFO_SRC","数据来源","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","QQHM","QQ号码","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","CITY_NO","城市区号","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","MOBILE","手机号码","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","COMPANYLNG","公司经度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","COMPANYLAT","公司纬度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","COMPANYSCALETEXT","公司员工","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","COMPANYNAMETEXT","公司名称","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","CREDIBILITY","可信度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","LIST_TYPE","列表类型","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","WORK_ADDRESS","工作地点","VARCHAR2","1000"
"HADOOP","GANJI","赶集招聘","303592037","WELFARE","公司待遇","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","COMPANY_ID","公司标识符","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","ISZHIJIE","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","STAY_TYPE","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","FEE_STATUS","状态","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","SEX","性别","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","NEED_NUM","需要数","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","WORK_YEARS","工作年限","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DEGREE","文化程度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","IMAGE_COUNT","图像点击数","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","STREET_NAME","街道","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DISTRICT_NAME","地区名称","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","STREET_ID","街道ID","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","BIZ_POST_TYPE","职位类型","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DISTRICT_ID","区号","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","D_SIGN","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DETAIL_URL","详细网址","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DOMAIN","地域","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","URL","网址","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","POSTATTEXT","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","POSTUNIXTIME","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","TAG","标记","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","POST_TYPE","岗位类型","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","MINOR_URL","小类网址","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","MINOR_NAME","小类名称","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","MINOR_CATEGORY","小类","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","SHOW_TIME","展示时间","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","REFRESH_AT","刷新时间","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","POST_AT","发帖时间","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","MORE_DESC","更多描述","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","CITY_INDEX","城市指数","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","TITLE","标题","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","DESCRIPTION","岗位要求","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","PHONE","电话","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","USER_NAME","用户名","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","LNG","经度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","LAT","纬度","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","CITY","城市","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","PERSON","负责人","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","CATEGORYID","类别ID","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","IPT","(未猜出来)","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","IP","IP地址","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","USER_ID","用户ID","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","PUID","PUID","VARCHAR2","4000"
"HADOOP","GANJI","赶集招聘","303592037","IM","图片","VARCHAR2","4000"
